"","wikidata_name","wikidata_id","parent_name","parent_id","parent_icb","parent_imi","parent_mids","parent_mip","parent_mips","parent_rand"
"281","Shrawangai Nazarkhel airstrike","Q7503440","Insurgency in Khyber Pakhtunkhwa","Q179275",NA,"US pursues Taliban insurgents into Pakistan (AFP)","4575","c(""Drone Strikes in Waziristan"", ""Pakistan drone strikes"", ""Drone strikes"", ""Waziristan Drone Strikes"", ""Border clash"")",NA,NA
"282","Abyan conflict","Q32634886","Yemeni Crisis","Q15946570",NA,NA,NA,NA,NA,NA
"283","Hadramaut Insurgency","Q30682487","Yemeni Crisis","Q15946570",NA,NA,NA,NA,NA,NA
"284","Raid on Al Hathla","Q30089867","Yemeni Crisis","Q15946570",NA,NA,NA,NA,NA,NA
"285","Raid on Yakla","Q28716912","Yemeni Crisis","Q15946570",NA,NA,NA,NA,NA,NA
"286","Battle of Al Mukalla (2016)","Q23935847","Yemeni Crisis","Q15946570",NA,NA,NA,NA,NA,NA
"287","Shabwah Governorate offensive","Q23022688","Yemeni Crisis","Q15946570",NA,NA,NA,NA,NA,NA
"288","Implementation Force","Q313577","Bosnian War","Q181533",NA,"US planes drop food in Bosnia-Herzegovina  (TS, Xinh, UP)    ",NA,"NATO Intervention in Bosnia","Operation Deliberate Force","IFOR"
"289","Operation Deliberate Force","Q160774","Bosnian War","Q181533",NA,"US planes drop food in Bosnia-Herzegovina  (TS, Xinh, UP)    ",NA,"NATO Intervention in Bosnia","Operation Deliberate Force",NA
"290","Operation Maritime Guard","Q971510","Bosnian War","Q181533",NA,"US planes drop food in Bosnia-Herzegovina  (TS, Xinh, UP)    ",NA,"NATO Intervention in Bosnia","Operation Deliberate Force",NA
"291","Operation Maritime Monitor","Q321054","Bosnian War","Q181533",NA,"US planes drop food in Bosnia-Herzegovina  (TS, Xinh, UP)    ",NA,"NATO Intervention in Bosnia","Operation Deliberate Force",NA
"292","Operation Sharp Guard","Q472398","Bosnian War","Q181533",NA,"US planes drop food in Bosnia-Herzegovina  (TS, Xinh, UP)    ","4046","NATO Intervention in Bosnia","Operation Deliberate Force",NA
"293","Operation Sky Monitor","Q1000306","Bosnian War","Q181533",NA,"US planes drop food in Bosnia-Herzegovina  (TS, Xinh, UP)    ",NA,"NATO Intervention in Bosnia","Operation Deliberate Force",NA
"294","Operation Deny Flight","Q567343","Bosnian War","Q181533",NA,"US planes drop food in Bosnia-Herzegovina  (TS, Xinh, UP)    ",NA,"NATO Intervention in Bosnia","Operation Deliberate Force","SFOR"
"295","Kosovo Force","Q159470","Kosovo War","Q190029","KOSOVO",NA,"4137","Kosovo Intervention","Operation Allied Force/ Noble Anvil","Operation Allied Force"
"296","1999 F-117A shootdown","Q335259","Kosovo War","Q190029","KOSOVO",NA,"4137","Kosovo Intervention","Operation Allied Force/ Noble Anvil","Operation Allied Force"
"297","Battle of Košare","Q3303959","Kosovo War","Q190029","KOSOVO",NA,"4137","Kosovo Intervention","Operation Allied Force/ Noble Anvil","Operation Allied Force"
"298","Dubrava Prison bombings and executions","Q16836125","Kosovo War","Q190029","KOSOVO",NA,"4137","Kosovo Intervention","Operation Allied Force/ Noble Anvil","Operation Allied Force"
"299","Grdelica train bombing","Q5598537","Kosovo War","Q190029","KOSOVO",NA,"4137","Kosovo Intervention","Operation Allied Force/ Noble Anvil","Operation Allied Force"
"300","Koriša bombing","Q2813755","Kosovo War","Q190029","KOSOVO",NA,"4137","Kosovo Intervention","Operation Allied Force/ Noble Anvil","Operation Allied Force"
"301","Lužane bus bombing","Q6706905","Kosovo War","Q190029","KOSOVO",NA,"4137","Kosovo Intervention","Operation Allied Force/ Noble Anvil","Operation Allied Force"
"302","NATO bombing of Albanian refugees near Gjakova","Q499623","Kosovo War","Q190029","KOSOVO",NA,"4137","Kosovo Intervention","Operation Allied Force/ Noble Anvil","Operation Allied Force"
"303","NATO bombing of Novi Sad","Q4594928","Kosovo War","Q190029","KOSOVO",NA,"4137","Kosovo Intervention","Operation Allied Force/ Noble Anvil","Operation Allied Force"
"304","NATO bombing of the Radio Television of Serbia headquarters","Q4475947","Kosovo War","Q190029","KOSOVO",NA,"4137","Kosovo Intervention","Operation Allied Force/ Noble Anvil","Operation Allied Force"
"305","Niš cluster bombing","Q4093050","Kosovo War","Q190029","KOSOVO",NA,"4137","Kosovo Intervention","Operation Allied Force/ Noble Anvil","Operation Allied Force"
"306","United States bombing of the Chinese embassy in Belgrade","Q2418042","Kosovo War","Q190029","KOSOVO",NA,"4137","Kosovo Intervention","Operation Allied Force/ Noble Anvil","Operation Allied Force"
